market,channel,week,icc_dcfs,sessions,spend
UK,KPI Selection I_YOY (Cross Channel),2025-16,,2298.0,
UK,KPI Selection I_YOY (Cross Channel),2025-17,,1964.0,
UK,KPI Selection I_YOY (Cross Channel),2025-18,,1517.0,
UK,KPI Selection I_YOY (Cross Channel),2025-19,,1375.0,
UK,KPI Selection I_YOY (Cross Channel),2025-20,,1967.0,
UK,KPI Selection I_YOY (Cross Channel),2025-21,,1639.0,
UK,KPI Selection I_YOY (Cross Channel),2025-22,,1546.0,
UK,KPI Selection I_YOY (Cross Channel),2025-23,,1760.0,
UK,KPI Selection I_YOY (Cross Channel),2025-24,,1852.0,
UK,KPI Selection I_YOY (Cross Channel),2025-25,,1771.0,
UK,KPI Selection I_YOY (Cross Channel),2025-26,,1541.0,
UK,KPI Selection I_YOY (Cross Channel),2025-27,,1487.0,
UK,KPI Selection I_YOY (Cross Channel),2025-28,,2035.0,
UK,KPI Selection I_YOY (Cross Channel),2025-29,,2071.0,
UK,KPI Selection I_YOY (Cross Channel),2025-30,,1971.0,
UK,KPI Selection I_YOY (Cross Channel),2025-31,,1886.0,
UK,KPI Selection I_YOY (Cross Channel),2025-32,,1915.0,
UK,KPI Selection I_YOY (Cross Channel),2025-33,,1640.0,
UK,KPI Selection I_YOY (Cross Channel),2025-34,,1646.0,
UK,KPI Selection I_YOY (Cross Channel),2025-35,,1767.0,
UK,KPI Selection I_YOY (Cross Channel),2025-36,,1580.0,
UK,KPI Selection I_YOY (Cross Channel),2025-37,,1645.0,
UK,KPI Selection I_YOY (Cross Channel),2025-38,,2343.0,
UK,KPI Selection I_YOY (Cross Channel),2025-39,,7979.0,
UK,KPI Selection I_YOY (Cross Channel),2025-40,,8609.0,
UK,KPI Selection I_YOY (Cross Channel),2025-41,,9538.0,
UK,KPI Selection I_YOY (Cross Channel),2025-42,,10665.0,
UK,KPI Selection I_YOY (Cross Channel),2025-43,,11839.0,
UK,KPI Selection I_YOY (Cross Channel),2025-44,,14010.0,
UK,KPI Selection I_YOY (Cross Channel),2025-45,,13345.0,
UK,KPI Selection I_YOY (Cross Channel),2025-46,,12034.0,
UK,KPI Selection I_YOY (Cross Channel),2025-47,,12090.0,
UK,KPI Selection I_YOY (Cross Channel),2025-48,,13993.0,
UK,KPI Selection I_YOY (Cross Channel),2025-49,,15636.0,
UK,KPI Selection I_YOY (Cross Channel),2025-50,,40793.0,
UK,KPI Selection I_YOY (Cross Channel),2025-51,,56114.0,
UK,KPI Selection I_YOY (Cross Channel),2025-52,,62389.0,
UK,KPI Selection I_YOY (Cross Channel),2026-01,,21770.0,
